'41','V00034','2010-01-12 00:00','32.5',,,,'0','AM',,'R003',,'20715','KAV 035S',,
'42','V01529','2010-01-09 00:00','7.9',,,,'0','AM',,'R002',,'21596','KAV 035S',,
'43','V002.7','2010-01-09 00:00','9553',,,,'0','PM',,'R002',,'4014','KAV 035S',,
'44','V03040','2010-01-08 00:00','2.5',,,,'0','AM',,'R023',,'20947','KAV 035S',,
'45','V00000','2009-01-06 00:00','5',,,,'0','AM',,'R021',,'20413','KAV 035S',,
'46','V00000','2010-01-04 00:00','2130',,,,'0','PM',,'R001',,'1699','KAV 035S',,
'47','V05420','2010-01-05 00:00','17.3',,,,'0','AM',,'R001',,'22005','KAV 035S',,
'48','V09457','2010-01-08 00:00','9.5',,,,'0','PM',,'R027',,'3125','KAV 035S',,
'49','V00000','2010-01-07 00:00','9617',,,,'0','PM',,'R001',,'3805','KAV 035S',,
'50','V00000','2010-01-10 00:00','3068',,,,'0','PM',,'R023',,'17485','KAV 035S',,
'51','V07147','2010-01-07 00:00','7.5',,,,'0','PM',,'R001',,'3806','KAV 035S',,
'52','V00000','2010-01-10 00:00','8344',,,,'0','PM',,'R023',,'17485','KAV 035S',,
'53','V07931','2010-01-13 00:00','1',,,,'0','AM',,'R023',,'20961','KAV 035S',,
'54','V35188','2010-01-13 00:00','2.5',,,,'0','PM',,'R023',,'17488','KAV 035S',,
'58','V05354','2010-01-06 00:00','17.2',,,,'0','AM',,'R007',,'19610','KAV 035S',,
'59','V07973','2010-01-08 00:00','10.3',,,,'0','AM',,'R007',,'19617','KAV 035S',,
'60','V00034','2010-01-13 00:00','31',,,,'0','AM',,'R003',,'20720','KAV 035S',,
'61','V00034','2010-01-13 00:00','10.5',,,,'0','PM',,'R003',,'2639','KAV 035S',,
'62','V00034','2010-01-12 00:00','14',,,,'0','PM',,'R003',,'2637','KAV 035S',,
'63','V014.2','2010-01-13 00:00','3775',,,,'0','AM',,'R007',,'19633','KAV 035S',,
'64','V06508','2010-01-01 00:00','8',,,,'0','AM',,'R015',,'20617','KAV 035S',,
'65','V06508','2010-01-02 00:00','9.5',,,,'0','AM',,'R015',,'20621','KAV 035S',,
'66','V06508','2010-01-03 00:00','6',,,,'0','PM',,'R015',,'19600','KAV 035S',,
'67','V01789','2010-01-01 00:00','2',,,,'0','AM',,'R024',,'13975','KAV 035S',,
'68','V00034','2010-01-10 00:00','33.5',,,,'0','AM',,'R003',,'20709','KAV 035S',,
'69','V06508','2010-01-03 00:00','11.5',,,,'0','AM',,'R015',,'20623','KAV 035S',,
'70','V00034','2010-01-09 00:00','13.5',,,,'0','PM',,'R003',,'2631','KAV 035S',,
'71','V08361B','2010-01-14 00:00','5',,,,'0','AM',,'R021',,'20421','KAV 035S',,
'73','V06508','2010-01-04 00:00','6',,,,'0','PM',,'R015',,'34014','KAV 035S',,
'74','V06508','2010-01-05 00:00','6.5',,,,'0','PM',,'R015',,'3402','KAV 035S',,
'75','V06508','2010-01-05 00:00','5.5',,,,'0','PM',,'R015',,'3403','KAV 035S',,
'77','V00034','2010-01-14 00:00','12',,,,'0','PM',,'R003',,'2641','KAV 035S',,
'78','V00034','2010-01-15 00:00','26.5',,,,'0','AM',,'R003',,'20725','KAV 035S',,
'79','V00034','2010-01-15 00:00','11',,,,'0','PM',,'R003',,'2643','KAV 035S',,
'80','V06508','2010-01-07 00:00','4.5',,,,'0','PM',,'R015',,'3404','KAV 035S',,
'81','V00034','2010-01-11 00:00','14',,,,'0','PM',,'R003',,'2635','KAV 035S',,
'82','V04173','2010-01-02 00:00','4173',,,,'0','AM',,'R019',,'19795','KAV 035S',,
'83','V44579045','2010-01-05 00:00','230268',,,,'0','AM',,'R019',,'21907','KAV 035S',,
'84','V01842','2010-01-07 00:00','2.5',,,,'0','AM',,'R019',,'21917','KAV 035S',,
'85','V00000','2010-01-07 00:00','2250',,,,'0','AM',,'R019',,'3047','KAV 035S',,
'86','V00000','2010-01-07 00:00','8278',,,,'0','PM',,'R019',,'3046','KAV 035S',,
'87','V09034','2010-01-08 00:00','13',,,,'0','AM',,'R019',,'21923','KAV 035S',,
'88','V00000','2010-01-08 00:00','147',,,,'0','AM',,'R019',,'21923','KAV 035S',,
'89','V00000','2010-01-08 00:00','5315',,,,'0','AM',,'R019',,'21923','KAV 035S',,
'90','V03771','2010-01-08 00:00','4',,,,'0','PM',,'R019',,'3048','KAV 035S',,
'91','V00000','2010-01-09 00:00','2336',,,,'0','AM',,'R019',,'21928','KAV 035S',,
'92','V00658','2010-01-09 00:00','10.5',,,,'0','AM',,'R019',,'21927','KAV 035S',,
'93','V07384','2010-01-14 00:00','4.5',,,,'3','AM',,'R015',,'20656','KAV 035S',,
'94','V09650','2010-01-10 00:00','2',,,,'0','PM',,'R019',,'3053','KAV 035S',,
'95','V00000','2010-01-10 00:00','3579',,,,'0','PM',,'R019',,'3053','KAV 035S',,
'96','V03771','2010-01-10 00:00','3',,,,'0','PM',,'R019',,'3052','KAV 035S',,
'97','V02829','2010-01-10 00:00','4',,,,'0','AM',,'R019',,'21933','KAV 035S',,
'98','V00000','2010-01-14 00:00','8435',,,,'6','AM',,'R023',,'20964','KAV 035S',,
'99','V01823','2010-01-11 00:00','6',,,,'0','AM',,'R019',,'21936','KAV 035S',,
'100','V00000','2010-01-11 00:00','2870',,,,'0','AM',,'R019',,'21936','KAV 035S',,
'101','V06693','2010-01-14 00:00','8',,,,'0','AM',,'R009',,'21771','KAV 035S',,
'102','V02918','2010-01-19 00:00','26.5',,,,'0','AM',,'R006',,'22720','KAV 035S',,
'103','V00034','2010-01-16 00:00','13',,,,'0','PM',,'R003',,'2645','KAV 035S',,
'104','V00034','2010-01-16 00:00','13',,,,'0','PM',,'R003',,'','KAV 035S',,
'105','V00034','2010-01-17 00:00','14',,,,'0','PM',,'R003',,'2647','KAV 035S',,
'106','V00034','2010-01-17 00:00','32',,,,'0','AM',,'R003',,'20731','KAV 035S',,
'107','V00034','2010-01-18 00:00','14',,,,'1','PM',,'R003',,'','KAV 035S',,
'108','V00034','2010-01-19 00:00','14',,,,'3','PM',,'R003',,'2651','KAV 035S',,
'109','V00034','2010-01-20 00:00','13.5',,,,'1','PM',,'R003',,'2653','KAV 035S',,
'110','V00000','2010-01-21 00:00','619',,,,'0','AM',,'R006',,'22727','KAV 035S',,
'111','V09534','2010-01-01 00:00','7.7',,,,'0','AM',,'R017',,'20253','KAV 035S',,
'112','V04789B','2010-01-01 00:00','5',,,,'0','AM',,'R023',,'20924','KAV 035S',,
'113','V07237','2010-01-01 00:00','1',,,,'0','AM',,'R023',,'20924','KAV 035S',,
'114','V04789B','2010-01-01 00:00','5',,,,'0','AM',,'R023',,'20925','KAV 035S',,
'115','V07237','2010-01-01 00:00','1',,,,'0','AM',,'R023',,'20925','KAV 035S',,
'116','V07237','2010-01-03 00:00','10',,,,'0','AM',,'R023',,'20931','KAV 035S',,
'117','V07237','2010-01-10 00:00','5',,,,'0','AM',,'R023',,'20952','KAV 035S',,
'118','V07237','2010-01-17 00:00','11',,,,'0','AM',,'R023',,'20971','KAV 035S',,
'119','V00034','2010-01-21 00:00','31.5',,,,'0','AM',,'R003',,'20743','KAV 035S',,
'120','V00034','2010-01-21 00:00','31.5',,,,'0','AM',,'R003',,'20743','KAV 035S',,
'121','V00354','2010-01-21 00:00','13',,,,'0','PM',,'R003',,'2655','KAV 035S',,
'122','V02432','2010-01-22 00:00','3',,,,'0','AM',,'R016',,'20324','KAV 035S',,
'123','V00034','2010-01-17 00:00','32',,,,'0','AM',,'R003',,'20731','KAV 035S',,
'124','V00000','2010-01-22 00:00','1414',,,,'0','PM',,'R006',,'1597','KAV 035S',,
'125','V00034','2010-01-22 00:00','15',,,,'0','PM',,'R003',,'','KAV 035S',,
'126','V00034','2010-01-23 00:00','35.5',,,,'0','AM',,'R003',,'','KAV 035S',,
'127','V07231','2010-01-24 00:00','12.5',,,,'0','AM',,'R023',,'20994','KAV 035S',,
'128','V00034','2010-01-23 00:00','17',,,,'0','PM',,'R003',,'2659','KAV 035S',,
'129','V00034','2010-01-24 00:00','14',,,,'0','PM',,'R003',,'2661','KAV 035S',,
'130','V00034','2010-01-25 00:00','35',,,,'0','AM',,'R003',,'20755','KAV 035S',,
'131','V07200','2010-01-24 00:00','4',,,,'0','PM',,'R009',,'3384','KAV 035S',,
'132','V00034','2010-01-25 00:00','17.5',,,,'0','PM',,'R003',,'2663','KAV 035S',,
'137','V02099','2010-01-02 00:00','3.5',,,,'0','PM',,'R010',,'368','KAV 035S',,
'138','V02099','2010-01-07 00:00','5',,,,'0','PM',,'R010',,'373','KAV 035S',,
'139','V05069','2010-01-09 00:00','3',,,,'0','PM',,'R010',,'375','KAV 035S',,
'140','V05069','2010-01-11 00:00','1.5',,,,'0','PM',,'R010',,'377','KAV 035S',,
'141','V05069','2010-01-12 00:00','2.5',,,,'0','PM',,'R010',,'378','KAV 035S',,
'142','V02099','2010-01-12 00:00','4.5',,,,'0','PM',,'R010',,'378','KAV 035S',,
'143','V05069','2010-01-13 00:00','2',,,,'0','PM',,'R010',,'379','KAV 035S',,
'144','V05069','2010-01-14 00:00','3',,,,'0','PM',,'R010',,'380','KAV 035S',,
'145','V02099','2010-01-14 00:00','5',,,,'0','PM',,'R010',,'380','KAV 035S',,
'146','V05069','2010-01-15 00:00','3.5',,,,'0','PM',,'R010',,'381','KAV 035S',,
'147','V02099','2010-01-15 00:00','7',,,,'0','PM',,'R010',,'381','KAV 035S',,
'148','V05069','2010-01-16 00:00','4',,,,'0','PM',,'R010',,'382','KAV 035S',,
'149','V02099','2010-01-16 00:00','7.5',,,,'0','PM',,'R010',,'382','KAV 035S',,
'150','V02099','2010-01-17 00:00','8',,,,'0','PM',,'R010',,'383','KAV 035S',,
'151','V05069','2010-01-17 00:00','4',,,,'0','PM',,'R010',,'383','KAV 035S',,
'152','V05069','2010-01-18 00:00','3',,,,'0','PM',,'R010',,'384','KAV 035S',,
'153','V02099','2010-01-18 00:00','8.5',,,,'0','PM',,'R010',,'384','KAV 035S',,
'154','V05069','2010-01-19 00:00','4',,,,'0','PM',,'R010',,'384','KAV 035S',,
'155','V02099','2010-01-19 00:00','7.5',,,,'0','PM',,'R010',,'384','KAV 035S',,
'156','V05069','2010-01-20 00:00','3.5',,,,'0','PM',,'R010',,'386','KAV 035S',,
'157','V02099','2010-01-20 00:00','7.5',,,,'0','PM',,'R010',,'386','KAV 035S',,
'158','V05069','2010-01-21 00:00','5.5',,,,'0','PM',,'R010',,'387','KAV 035S',,
'159','V02099','2010-01-21 00:00','8',,,,'0','PM',,'R010',,'387','KAV 035S',,
'160','V05069','2010-01-22 00:00','4',,,,'0','PM',,'R010',,'388','KAV 035S',,
'161','V02099','2010-01-22 00:00','7.5',,,,'0','PM',,'R010',,'388','KAV 035S',,
'162','V02099','2010-01-23 00:00','8',,,,'0','PM',,'R010',,'289','KAV 035S',,
'163','V05069','2010-01-23 00:00','5',,,,'0','PM',,'R010',,'289','KAV 035S',,
'164','V05069','2010-01-25 00:00','5',,,,'0','PM',,'R010',,'391','KAV 035S',,
'165','V02099','2010-01-25 00:00','7.5',,,,'0','PM',,'R010',,'391','KAV 035S',,
'166','V00034','2010-01-26 00:00','16.5',,,,'0','PM',,'R003',,'2665','KAV 035S',,
'167','V00000','2010-01-06 00:00','9254',,,,'0','AM',,'R015',,'20634','KAV 035S',,
'168','V00000','2010-01-05 00:00','3056',,,,'0','PM',,'R005',,'1749','KAV 035S',,
'169','V00034','2010-01-27 00:00','14',,,,'0','PM',,'R003',,'2667','KAV 035S',,
'170','V00034','2010-01-27 00:00','14',,,,'0','PM',,'R003',,'2667','KAV 035S',,
'171','V00034','2010-01-27 00:00','34',,,,'0','AM',,'R003',,'20762','KAV 035S',,
'172','V05069','2010-01-26 00:00','3.5',,,,'0','PM',,'R010',,'392','KAV 035S',,
'173','V02099','2010-01-26 00:00','6',,,,'0','PM',,'R010',,'392','KAV 035S',,
'174','V02099','2010-01-27 00:00','7.5',,,,'0','PM',,'R010',,'393','KAV 035S',,
'175','V05069','2010-01-27 00:00','5',,,,'0','PM',,'R010',,'393','KAV 035S',,
'176','V21584594','2010-01-02 00:00','14076.3',,,,'0','AM',,'R005',,'21133','KAV 035S',,
'178','V03963','2010-01-27 00:00','9',,,,'0','AM',,'R017',,'22661','KAV 035S',,
'179','V03845','2010-01-12 00:00','4.3',,,,'0','AM',,'R005',,'21174','KAV 035S',,
'180','V00000','2010-01-13 00:00','346',,,,'0','AM',,'R005',,'21176','KAV 035S',,
'181','V43593.424','2010-01-11 00:00','2',,,,'0','AM',,'R005',,'21169','KAV 035S',,
'182','V08303','2010-01-10 00:00','4.4',,,,'0','PM',,'R005',,' 1756','KAV 035S',,
'183','V06987','2010-01-09 00:00','4.5',,,,'0','AM',,'R016',,'20345','KAV 035S',,
'184','V00000','2010-01-22 00:00','5629',,,,'0','AM',,'R007',,'19659','KAV 035S',,
'185','V00000','2010-01-14 00:00','2821',,,,'0','AM',,'R016',,'20361','KAV 035S',,
'186','V00034','2010-01-29 00:00','13',,,,'0','PM',,'R003',,'2671','KAV 035S',,
'187','V00024','2010-01-29 00:00','33',,,,'0','AM',,'R003',,'20767','KAV 035S',,
'191','V05069','2010-01-29 00:00','3',,,,'0','PM',,'R010',,'395','KAV 035S',,
'192','V02099','2010-01-29 00:00','5',,,,'0','PM',,'R010',,'395','KAV 035S',,
'193','V00000','2010-01-29 00:00','3775',,,,'0','AM',,'R007',,'','KAV 035S',,
'194','V00000','2010-01-21 00:00','3679',,,,'0','PM',,'R007',,'','KAV 035S',,
'195','V07237','2010-01-31 00:00','2',,,,'0','AM',,'R023',,'','KAV 035S',,
'196','V00034','2010-01-30 00:00','14',,,,'0','PM',,'R003',,'2673','KAV 035S',,
'197','V00034','2010-01-31 00:00','14',,,,'0','PM',,'R003',,'2675','KAV 035S',,
'198','V00034','2010-01-31 00:00','33',,,,'0','AM',,'R003',,'20773','KAV 035S',,
'199','V00034','2010-01-31 00:00','33',,,,'0','AM',,'R003',,'20773','KAV 035S',,
'200','V05069','2010-01-30 00:00','3.5',,,,'0','PM',,'R010',,'396','KAV 035S',,
'201','V02099','2010-01-30 00:00','5',,,,'0','PM',,'R010',,'396','KAV 035S',,
'202','V05069','2010-01-31 00:00','3',,,,'0','PM',,'R010',,'397','KAV 035S',,
'203','V00000','2010-01-29 00:00','2563',,,,'0','AM',,'R022',,'20199','KAV 035S',,
'204','V00000','2010-01-12 00:00','3110',,,,'0','AM',,'R019',,'21938','KAV 035S',,
'205','V09314','2010-01-13 00:00','8',,,,'0','AM',,'R019',,'21945','KAV 035S',,
'206','V00000','2010-01-17 00:00','7476',,,,'0','AM',,'R008',,'18110','KAV 035S',,
'207','V00000','2010-01-16 00:00','9402',,,,'0','AM',,'R019',,'21933','KAV 035S',,
'208','V05069','2010-01-28 00:00','3',,,,'0','PM',,'R010',,'394','KAV 035S',,
'209','V02099','2010-01-28 00:00','5.5',,,,'0','PM',,'R010',,'394','KAV 035S',,
'211','V00000','2010-01-19 00:00','19409',,,,'0','AM',,'R019',,'3070','KAV 035S',,
'212','V00000','2010-01-20 00:00','4457',,,,'0','PM',,'R019',,'3073','KAV 035S',,
'213','V00000','2010-01-21 00:00','8770',,,,'0','PM',,'R019',,'3074','KAV 035S',,
'214','V00000','2010-01-22 00:00','3579',,,,'0','AM',,'R019',,'21981','KAV 035S',,
'215','V00857','2010-01-22 00:00','2',,,,'0','AM',,'R019',,'21980','KAV 035S',,
'216','V00000','2010-01-22 00:00','3812',,,,'0','AM',,'R019',,'21980','KAV 035S',,
'218','V00000','2010-01-23 00:00','2546',,,,'0','PM',,'R019',,'3078','KAV 035S',,
'219','V00000','2010-01-25 00:00','9045',,,,'0','PM',,'R019',,'21994','KAV 035S',,
'220','V03586','2010-01-26 00:00','8',,,,'0','AM',,'R019',,'','KAV 035S',,
'221','V00000','2010-01-28 00:00','6118',,,,'0','AM',,'R016',,'23801','KAV 035S',,
'222','V00000','2010-01-29 00:00','4511',,,,'0','AM',,'R019',,'23411','KAV 035S',,
'223','V01632','2010-01-30 00:00','9',,,,'0','AM',,'R008',,'18136','KAV 035S',,
'224','V00000','2010-01-28 00:00','8615',,,,'0','AM',,'R019',,'','KAV 035S',,
'225','V00000','2010-01-31 00:00','7799',,,,'0','AM',,'R016',,'23810','KAV 035S',,
'226','V00000','2010-01-29 00:00','3038',,,,'0','AM',,'R019',,'23415','KAV 035S',,
'227','V00000','2010-01-30 00:00','2663',,,,'0','AM',,'R019',,'23414','KAV 035S',,
'228','V00000','2010-01-31 00:00','9428',,,,'0','PM',,'R019',,'3095','KAV 035S',,
'230','V00000','2010-01-31 00:00','1702',,,,'0','AM',,'R019',,'23418','KAV 035S',,
'231','V00000','2010-01-25 00:00','3393',,,,'0','AM',,'R019',,'21933','KAV 035S',,
'232','V00000','2010-01-25 00:00','837',,,,'0','AM',,'R019',,'21933','KAV 035S',,
'233','V01789','2010-01-01 00:00','2',,,,'0','AM',,'R024',,'18975','KAV 035S',,
'240','V00005','2010-01-31 00:00','1474',,,,'0','AM',,'R004',,'E011','KAV 035S',,
'243','V08718','2010-01-31 00:00','5.6',,,,'0','PM',,'R004',,'3638','KAV 035S',,
'249','V05363','2010-01-11 00:00','9.8',,,,'0','AM',,'R004',,'E011','KAV 035S',,
'250','V00000','2010-01-11 00:00','5563',,,,'0','AM',,'R004',,'E011','KAV 035S',,
'256','V00000','2010-01-25 00:00','9334',,,,'0','AM',,'R006',,'22752','KAV 035S',,
'267','V06986','2010-02-06 00:00','5.5',,,,'0','AM',,'R006',,'24712','KAV 035S',,
'269','V08285','2010-02-08 00:00','3.5',,,,'0','AM',,'R015',,'23637','KAV 035S',,
'272','V00000','2010-02-02 00:00','8066',,,,'0','AM',,'R015',,'23621','KAV 035S',,
'273','V03358','2010-02-06 00:00','10',,,,'0','AM',,'R001',,'23442','KAV 035S',,
'279','V00000','2010-02-09 00:00','1998',,,,'0','AM',,'R006',,'24725','KAV 035S',,
'280','V00000','2010-02-09 00:00','57',,,,'0','AM',,'R006',,'24726','KAV 035S',,
'413','V09055','2010-02-28 00:00','5',,,,'0','PM',,'R011',,'5051','KAV 035S',,
'414','V06500','2010-02-28 00:00','3.1',,,,'0','PM',,'R002',,'1366','KAV 035S',,
'415','V02320','2010-02-28 00:00','9.2',,,,'0','PM',,'R002',,'1366','KAV 035S',,
'420','V09851','2010-02-06 00:00','7.6',,,,'0','PM',,'R004',,'23960','KAV 035S',,
'425','V00000','2010-02-18 00:00','6041',,,,'0','PM',,'R004',,'3675','KAV 035S',,
'431','V00320','2010-03-02 00:00','8',,,,'0','AM',,'R028',,'25945','KAV 035S',,
'432','V09212','2010-03-02 00:00','9.5',,,,'0','AM',,'R021',,'20570','KAV 035S',,
'436','V09212','2010-02-27 00:00','8.5',,,,'0','AM',,'R021',,'20567','KAV 035S',,
'437','V09212','2010-02-28 00:00','9',,,,'0','AM',,'R021',,'20568','KAV 035S',,
'438','V00034','2010-02-24 00:00','9',,,,'0','AM',,'R003',,'5116','KAV 035S',,
'439','V00034','2010-02-24 00:00','25',,,,'0','AM',,'R003',,'25344','KAV 035S',,
'440','V00034','2010-02-25 00:00','9',,,,'0','PM',,'R003',,'5118','KAV 035S',,
'441','V00034','2010-02-26 00:00','27.5',,,,'0','AM',,'R003',,'25350','KAV 035S',,
'442','V00034','2010-02-27 00:00','10',,,,'0','PM',,'R003',,'5120','KAV 035S',,
'443','V00034','2010-02-28 00:00','10',,,,'0','PM',,'R003',,'5122','KAV 035S',,
'444','V09212','2010-03-03 00:00','9',,,,'0','AM',,'R021',,'20571','KAV 035S',,
'445','V00034','2010-02-28 00:00','27',,,,'0','AM',,'R003',,'25356','KAV 035S',,
'446','V00034','2010-02-26 00:00','9.5',,,,'0','AM',,'R003',,'5119','KAV 035S',,
'449','V09212','2010-03-05 00:00','9',,,,'0','AM',,'R021',,'20573','KAV 035S',,
'453','V00320','2010-03-03 00:00','8',,,,'0','AM',,'R028',,'25950','KAV 035S',,
'454','V00320','2010-03-04 00:00','8',,,,'0','AM',,'R028',,'25953','KAV 035S',,
'455','V05976','2010-03-03 00:00','7.5',,,,'0','AM',,'R025',,'26907','KAV 035S',,
'456','V05976','2010-03-04 00:00','8',,,,'0','AM',,'R025',,'26908','KAV 035S',,
'457','V02443','2010-02-24 00:00','9',,,,'0','PM',,'R007',,'23758','KAV 035S',,
'458','V08563','2010-03-01 00:00','8',,,,'0','AM',,'R006',,'26628','KAV 035S',,
'459','V08563','2010-03-02 00:00','8',,,,'0','AM',,'R006',,'26633','KAV 035S',,
'460','V00000','2010-02-26 00:00','6328',,,,'0','AM',,'R007',,'23763','KAV 035S',,
'461','V08563','2010-03-03 00:00','8',,,,'0','AM',,'R006',,'26638','KAV 035S',,
'463','V08563','2010-03-04 00:00','8',,,,'0','AM',,'R006',,'26643','KAV 035S',,
'464','V08563','2010-03-04 00:00','8',,,,'0','AM',,'R006',,'26643','KAV 035S',,
'465','V08563','2010-03-05 00:00','7.5',,,,'0','AM',,'R006',,'26649','KAV 035S',,
'469','V1474C','2010-03-03 00:00','5.5',,,,'0','AM',,'R032',,'24559','KAV 035S',,
'470','V00478','2010-02-08 00:00','2.2',,,,'0','AM',,'R002',,'24467','KAV 035S',,
'471','V00320','2010-02-08 00:00','7',,,,'0','AM',,'R002',,'24462','KAV 035S',,
'472','V00000','2010-02-08 00:00','1226',,,,'0','AM',,'R002',,'24462','KAV 035S',,
'476','V00000','2010-03-14 00:00','1867',,,,'0','PM',,'R002',,'5807','KAV 035S',,
'477','V88873','2010-03-15 00:00','17',,,,'0','AM',,'R002',,'27778','KAV 035S',,
'478','V04731','2010-03-09 00:00','23',,,,'0','AM',,'R010',,'24340','KAV 035S',,
'479','V04731','2010-03-09 00:00','10',,,,'0','PM',,'R010',,'3234','KAV 035S',,
'480','V04731','2010-03-11 00:00','23',,,,'0','AM',,'R010',,'24344','KAV 035S',,
'481','V05069','2010-03-11 00:00','2.5',,,,'0','PM',,'R010',,'3236','KAV 035S',,
'482','V04731','2010-03-11 00:00','9.5',,,,'0','PM',,'R010',,'3236','KAV 035S',,
'483','V04731','2010-03-12 00:00','22.5',,,,'0','AM',,'R010',,'24346','KAV 035S',,
'484','V02099','2010-03-12 00:00','5',,,,'0','PM',,'R010',,'3237','KAV 035S',,
'485','V05069','2010-03-12 00:00','4',,,,'0','PM',,'R010',,'3237','KAV 035S',,
'486','V04731','2010-03-12 00:00','9',,,,'0','PM',,'R010',,'3237','KAV 035S',,
'487','V04731','2010-03-13 00:00','23',,,,'0','AM',,'R010',,'24348','KAV 035S',,
'488','V05069','2010-03-13 00:00','2.5',,,,'0','PM',,'R010',,'3238','KAV 035S',,
'489','V02099','2010-03-13 00:00','5',,,,'0','PM',,'R010',,'3238','KAV 035S',,
'490','V04731','2010-03-13 00:00','9',,,,'0','PM',,'R010',,'3238','KAV 035S',,
'491','V04731','2010-03-14 00:00','23',,,,'0','AM',,'R010',,'24350','KAV 035S',,
'492','V02099','2010-03-14 00:00','3.5',,,,'0','PM',,'R010',,'3239','KAV 035S',,
'493','V04731','2010-03-14 00:00','9',,,,'0','PM',,'R010',,'3239','KAV 035S',,
'494','V04731','2010-03-15 00:00','22.5',,,,'0','AM',,'R010',,'24352','KAV 035S',,
'495','V04731','2010-03-15 00:00','9',,,,'0','PM',,'R010',,'3240','KAV 035S',,
'496','V02099','2010-03-15 00:00','5',,,,'0','PM',,'R010',,'3240','KAV 035S',,
'497','V04731','2010-03-15 00:00','20.5',,,,'0','AM',,'R010',,'24354','KAV 035S',,
'498','V05069','2010-03-15 00:00','3',,,,'0','PM',,'R010',,'3241','KAV 035S',,
'499','V02099','2010-03-15 00:00','5',,,,'0','PM',,'R010',,'3241','KAV 035S',,
'500','V04731','2010-03-15 00:00','7.5',,,,'0','PM',,'R010',,'3241','KAV 035S',,
'501','V04223','2010-03-12 00:00','3',,,,'0','AM',,'R021',,'20580','KAV 035S',,
'502','V04223','2010-03-13 00:00','3',,,,'0','AM',,'R021',,'20581','KAV 035S',,
'504','V59811','2010-03-01 00:00','12.9',,,,'0','AM',,'R011',,'26453','KAV 035S',,
'505','V03081','2010-03-01 00:00','6',,,,'0','AM',,'R011',,'26453','KAV 035S',,
'508','V04223','2010-03-16 00:00','3',,,,'0','AM',,'R021',,'20584','KAV 035S',,
'509','V06657','2010-03-14 00:00','4',,,,'0','AM',,'R004',,'21474','KAV 035S',,
'510','V06657','2010-03-15 00:00','4',,,,'0','AM',,'R004',,'21475','KAV 035S',,
'511','V03148','2010-03-15 00:00','7.5',,,,'0','AM',,'R004',,'21475','KAV 035S',,
'512','V06657','2010-03-15 00:00','4',,,,'0','AM',,'R004',,'21477','KAV 035S',,
'513','V03148','2010-03-15 00:00','7.5',,,,'0','AM',,'R004',,'21477','KAV 035S',,
'514','V00000','2010-03-15 00:00','6839',,,,'0','AM',,'R022',,'27637','KAV 035S',,
'515','V00369','2010-03-16 00:00','7.5',,,,'0','AM',,'R016',,'27338','KAV 035S',,
'517','V00369','2010-03-17 00:00','8.5',,,,'0','AM',,'R016',,'27341','KAV 035S',,
'518','V09186','2010-03-12 00:00','3',,,,'0','PM',,'R009',,'4974','KAV 035S',,
'519','V07773','2010-03-12 00:00','5.5',,,,'0','PM',,'R009',,'4973','KAV 035S',,
'520','V09640','2010-03-12 00:00','10.5',,,,'0','PM',,'R009',,'4973','KAV 035S',,
'521','V07398','2010-03-12 00:00','2',,,,'0','PM',,'R009',,'4973','KAV 035S',,
'522','V04223','2010-03-18 00:00','4',,,,'0','AM',,'R021',,'20586','KAV 035S',,
'523','V03148','2010-03-17 00:00','7.5',,,,'0','AM',,'R004',,'21479','KAV 035S',,
