'470181','V08236','2010-03-20 00:00','16.6','15:19:00.000000','12','PMM','2','PM','1','R012','D001','E007',,,'0'
'470182','V07706','2010-03-20 00:00','6.3','15:19:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470183','V02873','2010-03-20 00:00','4.8','15:19:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470184','V04774','2010-03-20 00:00','4.9','15:20:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470185','V09509','2010-03-20 00:00','14','15:20:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470186','V04664','2010-03-20 00:00','6.1','15:21:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470187','V09227','2010-03-20 00:00','6.8','15:25:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470188','V09300','2010-03-20 00:00','8.5','15:31:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470189','V07568','2010-03-24 00:00','12.2','14:36:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470190','V07869','2010-03-24 00:00','3.5','14:36:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470191','V02868','2010-03-24 00:00','2','14:37:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470192','V06511','2010-03-24 00:00','5.4','14:37:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470193','V08973','2010-03-24 00:00','5.5','14:38:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470194','V04953','2010-03-24 00:00','5','14:38:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470195','V08797','2010-03-24 00:00','65.8','14:45:00.000000','12','PMM','6','PM','1','R012','D001','E007',,,'0'
'470196','V04249','2010-03-24 00:00','7','14:45:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470197','V04733','2010-03-24 00:00','4','14:46:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470198','V02746','2010-03-24 00:00','14','14:46:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470199','V09300','2010-03-24 00:00','7.5','14:47:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470200','V01975','2010-03-24 00:00','28.5','14:51:00.000000','12','PMM','2','PM','1','R012','D001','E007',,,'0'
'470201','V08406','2010-03-24 00:00','3.1','14:54:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470202','V06641','2010-03-24 00:00','7.3','14:57:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470203','V07351','2010-03-24 00:00','10','14:57:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470204','V09213','2010-03-24 00:00','6.3','14:57:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470205','V08491','2010-03-24 00:00','6.8','14:58:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470206','V06741','2010-03-24 00:00','10','14:58:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470207','V06320','2010-03-24 00:00','11.3','14:58:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470208','V01748','2010-03-24 00:00','24','14:59:00.000000','12','PMM','2','PM','1','R012','D001','E007',,,'0'
'470209','V02937','2010-03-24 00:00','6.7','14:59:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470210','V08802','2010-03-24 00:00','7.9','15:07:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470211','V07387','2010-03-24 00:00','7','15:08:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470212','V05800','2010-03-24 00:00','5','15:08:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470213','V07706','2010-03-24 00:00','5.9','15:08:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470214','V03512','2010-03-24 00:00','7.7','15:09:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470215','V03226','2010-03-24 00:00','6.3','15:09:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470216','V02219','2010-03-24 00:00','3.8','15:09:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470217','V08408','2010-03-24 00:00','5.3','15:10:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470218','V02495','2010-03-24 00:00','5','15:13:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470219','V08236','2010-03-24 00:00','15.6','15:14:00.000000','12','PMM','2','PM','1','R012','D001','E007',,,'0'
'470220','V09509','2010-03-24 00:00','17.9','15:14:00.000000','12','PMM','2','PM','1','R012','D001','E007',,,'0'
'470221','V08529','2010-03-24 00:00','26.5','15:15:00.000000','12','PMM','2','PM','1','R012','D001','E007',,,'0'
'470222','V07820','2010-03-24 00:00','10.2','15:16:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470223','V02521','2010-03-24 00:00','12.3','15:16:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470224','V00751','2010-03-24 00:00','5','15:17:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470225','V02515','2010-03-24 00:00','6.2','15:17:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470226','V08331','2010-03-24 00:00','1.7','15:18:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470227','V07339','2010-03-24 00:00','8.9','15:20:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470228','V04800','2010-03-24 00:00','3','15:20:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470229','V02873','2010-03-24 00:00','5','15:21:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470230','V09227','2010-03-24 00:00','3.4','15:21:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
'470231','V08035','2010-03-24 00:00','7.7','15:32:00.000000','12','PMM','1','PM','1','R012','D001','E007',,,'0'
